City,Lat,Lng
Panama|Panamá|Panama,8.97,-79.53
Kielce|Świętokrzyskie Voivodeship|Poland,50.88,20.64
Gordon|Texas|United States,32.52,-98.35
Pernik|@|Bulgaria,42.61,23.04
Biddeford|Maine|United States,43.46,-70.39
Nijmegen|Gelderland|Netherlands,51.82,5.87
Adachi|@|Japan,35.75,139.81
Karabük Province|@|Turkey,41.2,32.62
Dubrovnik|@|Croatia,42.64,18.1
Eastleigh|England|United Kingdom,50.96,-1.37
Shchyolkovo|Moscow Oblast|Russia,55.87,38.11
Vercelli|Piemont|Italy,45.33,8.42
Noda|@|Japan,35.94,139.87
Tirana|Central Albania|Albania,41.33,19.82
Ciudad de Ciego de Ávila|Ciego de Avila|Cuba,21.84,-78.76
Cologny|Geneva|Switzerland,46.23,6.19
Inuyama|@|Japan,35.32,136.95
Miyama|@|Japan,33.14,130.46
Cidade de Maputo|@|Mozambique,-25.97,32.59
Limassol|South Cyprus|Cyprus,34.68,33.04
Wharton|Texas|United States,29.32,-96.08
Astrakhan|Astrakhan Oblast|Russia,46.38,48.05
Krasnodar|Krasnodar Krai|Russia,45.05,39.0
Shepparton|Victoria|Australia,-36.36,145.41
Riverton|Wyoming|United States,43.03,-108.43
Conroe|Texas|United States,30.31,-95.47
Weed|California|United States,41.41,-122.39
Di An|Binh Duong province|Vietnam,10.88,106.81
Jinyuan|Shanxi|China,37.84,112.53
Tagawa|@|Japan,33.65,130.82
Idaho Falls|Idaho|United States,43.49,-111.99
دهستان تیمورلو|East Azerbaijan Province|Iran,37.81,45.95
Düzce|@|Turkey,40.9,31.15
Cartago|@|Costa Rica,9.85,-83.91
Duji District|Anhui|China,33.98,116.81
Hakusan|@|Japan,36.51,136.53
Municipio Maracaibo|Zulia State|Venezuela,10.69,-71.63
Prince Albert|Saskatchewan|Canada,53.19,-105.78
Sakura|@|Japan,35.69,140.21
Reggio di Calabria|Calabria|Italy,38.11,15.64
Rio Branco|Acre|Brazil,-9.96,-67.86
Sagar|Madhya Pradesh|India,23.83,78.77
Loja|Loja|Ecuador,-3.99,-79.2
Town of Jamestown|North Carolina|United States,36.0,-79.92
Magnolia|Arkansas|United States,33.29,-93.24
Debrecen|@|Hungary,47.55,21.62
Daito|@|Japan,34.71,135.64
Luhansk|Luhansk Oblast|Ukraine,48.57,39.38
Bardhaman|West Bengal|India,23.24,87.85
Logroño|Rioja|Spain,42.47,-2.43
Pinar del Rio|Pinar del Rio|Cuba,22.43,-83.69
Santa Rosa|La Pampa|Argentina,-36.63,-64.29
Winnenden|Baden-Württemberg|Germany,48.88,9.4
Round Rock|Texas|United States,30.48,-97.67
Ogaki|@|Japan,35.36,136.6
Liberty|Missouri|United States,39.25,-94.41
Corte|Corsica|France,42.3,9.15
Putrajaya|Putrajaya|Malaysia,2.9,101.67
Gadsden|Alabama|United States,33.99,-85.99
El Cajon|California|United States,32.82,-117.01
San Carlos de Bariloche|Río Negro Province|Argentina,-41.14,-71.31
Guilin|Guangxi|China,25.22,110.17
Ulan-Ude|Buryatia|Russia,51.83,107.58
Faizabad|Uttar Pradesh|India,26.75,82.15
Franca|São Paulo|Brazil,-20.57,-47.41
Hubli|Karnataka|India,15.36,75.13
Tekirdağ|@|Turkey,40.99,27.58
Valmiera|Vidzeme|Latvia,57.53,25.42
Mendrisio|Ticino|Switzerland,45.87,8.98
Ñuñoa|Santiago Metropolitan Region|Chile,-33.46,-70.6
Arao|@|Japan,33.0,130.47
Batangas City|Batangas|Philippines,13.76,121.06
Columbus|Nebraska|United States,41.43,-97.34
Sivas Belediyesi|@|Turkey,39.71,37.03
Folkestone and Hythe District|England|United Kingdom,51.08,1.17
Frankfort|Kentucky|United States,38.2,-84.88
Grande Prairie|Alberta|Canada,55.18,-118.8
Higashimatsuyama|@|Japan,36.04,139.42
Jacksonville|Texas|United States,31.97,-95.28
Al Khibeesi|Abu Dhabi Emirate|United Arab Emirates,24.22,55.69
Council Bluffs|Iowa|United States,41.27,-95.8
Posadas|Misiones|Argentina,-27.43,-55.89
Chita|Zabaykalsky Krai|Russia,52.03,113.53
Cascavel|Paraná|Brazil,-24.99,-53.45
Sasebo|@|Japan,33.19,129.67
Kaizuka|@|Japan,34.41,135.39
Pontianak|West Kalimantan|Indonesia,-0.06,109.35
Fall River|Massachusetts|United States,41.72,-71.12
Tula|Tula Oblast|Russia,54.17,37.59
Basildon|England|United Kingdom,51.56,0.45
Delingha City|Qinghai|China,38.13,97.43
Minot|North Dakota|United States,48.25,-101.3
Shawnee|Oklahoma|United States,35.37,-96.95
Holon|Tel Aviv District|Israel,32.01,34.77
Krishnanagar|West Bengal|India,23.39,88.49
Metz|Grand Est|France,49.1,6.22
Kiryu|@|Japan,36.43,139.32
Hadera|Haifa District|Israel,32.45,34.9
Tanta|Western|Egypt,30.79,31.0
Canoas|Rio Grande do Sul|Brazil,-29.89,-51.16
Arakawa|@|Japan,35.75,139.79
Barrie|Ontario|Canada,44.41,-79.66
Bassetlaw|England|United Kingdom,53.41,-1.07
Tokushima|@|Japan,34.04,134.53
Vung Tau City|Ba Ria-Vung Tau Province|Vietnam,10.37,107.08
Potenza|Basilicata|Italy,40.65,15.81
Vaasa|@|Finland,63.09,21.65
Fukuroi|@|Japan,34.74,137.96
Songkhla|Songkhla Province|Thailand,7.16,100.61
Ichinomiya|@|Japan,35.32,136.81
Bauchi|Bauchi|Nigeria,10.33,9.85
Jiroft|Kerman Province|Iran,28.67,57.74
East Goshen Township|Pennsylvania|United States,39.99,-75.57
Ponta Delgada|@|Portugal,37.75,-25.66
Emfuleni Local Municipality|Gauteng|South Africa,-26.71,27.86
Baybay|Leyte|Philippines,10.74,124.79
Cheboksary|Chuvashia|Russia,56.15,47.22
虹梅路街道|@|China,31.18,121.4
Draguignan|Provence-Alpes-Côte d'Azur|France,43.54,6.46
Seward|Alaska|United States,60.1,-149.44
Al Khubar|Eastern Province|Saudi Arabia,26.3,50.2
Toogane|@|Japan,35.58,140.39
Trier|Rhineland-Palatinate|Germany,49.74,6.64
Bella Vista|Panamá|Panama,8.98,-79.53
Mubi|Adamawa|Nigeria,10.28,13.28
Mati|Davao Oriental|Philippines,6.93,126.25
South Whitehall Township|Pennsylvania|United States,40.58,-75.53
Rio Rancho|New Mexico|United States,35.24,-106.66
Nagakute|@|Japan,35.15,137.09
Chicopee|Massachusetts|United States,42.14,-72.6
Barcelos|@|Portugal,41.54,-8.63
Seremban|Negeri Sembilan|Malaysia,2.72,101.94
Bacolod|@|Philippines,10.67,122.99
Sidney|British Columbia|Canada,48.65,-123.45
Anantapur|Andhra Pradesh|India,14.65,77.61
Asyut|Asyut|Egypt,27.19,31.17
Ouargla|Ouargla|Algeria,31.94,5.3
Santa Anita|Lima|Peru,-12.05,-76.97
Rock Springs|Wyoming|United States,41.59,-109.24
South Eleuthera|@|The Bahamas,24.83,-76.33
Haripur|Khyber Pakhtunkhwa|Pakistan,33.98,72.91
Seki|@|Japan,35.49,136.95
Ra'anana|Center District|Israel,32.19,34.88
Rockaway Township|New Jersey|United States,40.96,-74.53
Kozani|Epirus and Western Macedonia|Greece,40.32,21.79
Amiens|Hauts-de-France|France,49.88,2.26
Garita|@|Costa Rica,10.0,-84.28
Malakal|Upper Nile|South Sudan,9.55,31.66
City of Niš|Central Serbia|Serbia,43.32,21.89
Şırnak|@|Turkey,37.52,42.46
Armagh|Northern Ireland|United Kingdom,54.35,-6.65
Summerside|Prince Edward Island|Canada,46.42,-63.77
Tyumen|Tyumen Oblast|Russia,57.16,65.53
Shakhty|Rostov Oblast|Russia,47.71,40.21
Fulton|Missouri|United States,38.85,-91.96
Kharagpur|West Bengal|India,22.32,87.31
St. George|Utah|United States,37.1,-113.58
Morioka|@|Japan,39.72,141.14
Hajdúhadház|@|Hungary,47.64,21.63
Kariya|@|Japan,35.0,137.01
Uông Bí|Quang Ninh Province|Vietnam,21.04,106.75
Esslingen am Neckar|Baden-Württemberg|Germany,48.72,9.31
Namangan|@|Uzbekistan,41.0,71.67
Zahedan|Sistan and Baluchestan Province|Iran,29.46,60.85
Avilly-Saint-Léonard|Hauts-de-France|France,49.18,2.51
Haverhill|Massachusetts|United States,42.77,-71.08
Moreno Valley|California|United States,33.89,-117.2
Abrera|Catalonia|Spain,41.5,1.9
Tunbridge Wells|England|United Kingdom,51.14,0.26
Nakano|@|Japan,35.71,139.66
Kohat|Khyber Pakhtunkhwa|Pakistan,33.52,71.45
Kakamigahara|@|Japan,35.42,136.82
Bagé|Rio Grande do Sul|Brazil,-31.33,-54.09
La Serena|Coquimbo Region|Chile,-29.91,-71.24
Sangli|Maharashtra|India,16.84,74.6
Mandalay|Mandalay|Myanmar,21.98,96.09
Suqian|Jiangsu|China,34.19,118.93
Babergh|England|United Kingdom,51.97,1.15
Barranco|Lima|Peru,-12.14,-77.02
Poitiers|New Aquitaine|France,46.59,0.34
Ohtawara|@|Japan,36.87,140.07
Geelong|Victoria|Australia,-38.15,144.37
East Marlborough Township|Pennsylvania|United States,39.87,-75.69
Al Rayyan|Al Rayyan|Qatar,25.32,51.44
Lima|Lima|Peru,-12.04,-77.04
Rolla|Missouri|United States,37.96,-91.77
Famagusta|@|Cyprus,35.15,33.91
Rancho Cucamonga|California|United States,34.15,-117.57
Al Fushqa|Gedarif State|Sudan,14.07,35.33
Banda Aceh|Aceh|Indonesia,5.57,95.37
Gdynia|Pomeranian Voivodeship|Poland,54.54,18.54
Missoula|Montana|United States,46.86,-113.99
Settsu|@|Japan,34.78,135.55
"Oeiras e São Julião da Barra, Paço de Arcos e Caxias|@|Portugal",38.69,-9.32
Greensburg|Pennsylvania|United States,40.31,-79.56
Kawasaki|@|Japan,35.53,139.69
Pori|@|Finland,61.49,21.73
Üçkuyu Köyü|@|Turkey,39.05,34.93
Yeongcheon-si|@|South Korea,36.16,128.98
Prato|Tuscany|Italy,43.88,11.1
Harrogate|England|United Kingdom,53.98,-1.57
شهر ایلام|Ilam Province|Iran,33.67,46.39
Kitwe|Copperbelt Province|Zambia,-12.81,28.24
Arak|Markazi Province|Iran,34.08,49.68
Mbeya|Mbeya|Tanzania,-8.91,33.46
Bihać|Federation of Bosnia and Herzegovina|Bosnia and Herzegovina,44.81,15.87
Central Saanich|British Columbia|Canada,48.56,-123.42
Ashikaga|@|Japan,36.35,139.4
Veszprém|@|Hungary,47.09,17.91
Lecce|Apulia|Italy,40.36,18.16
Horsham Township|Pennsylvania|United States,40.2,-75.16
دهستان رودپی شرقی|Mazandaran Province|Iran,36.66,53.07
Reggio nell'Emilia|Emilia-Romagna|Italy,44.67,10.64
Isehara|@|Japan,35.41,139.29
Seosan-si|@|South Korea,36.69,126.58
São Luís|Maranhão|Brazil,-2.58,-44.33
Verona|Veneto|Italy,45.44,11.0
Hikone|@|Japan,35.26,136.22
دهستان حومه|Semnan Province|Iran,36.17,54.32
Pompano Beach|Florida|United States,26.21,-80.15
Brockton|Massachusetts|United States,42.09,-70.99
Rivalta Bormida|Piemont|Italy,44.72,8.58
شهر یزد|Yazd Province|Iran,31.84,54.34
Beira|Sofala|Mozambique,-19.85,34.87
La Spezia|Liguria|Italy,44.1,9.86
Jahrom County|Fars Province|Iran,28.51,53.56
Orange|New South Wales|Australia,-33.29,149.11
Korolyov|Moscow Oblast|Russia,55.92,37.81
Porto Velho|Rondônia|Brazil,-8.76,-63.91
Kanzaki|@|Japan,33.33,130.35
Buea|Southwest|Cameroon,4.15,9.29
Paderborn|North Rhine-Westphalia|Germany,51.71,8.77
Osakasayama|@|Japan,34.49,135.55
Boumerdès|Boumerdes|Algeria,36.76,3.47
Avondale|Arizona|United States,33.48,-112.34
Anápolis|Goiás|Brazil,-16.29,-48.94
Shibin Al-Kom|Al Minufiya|Egypt,30.57,31.01
Tonglu County|Zhejiang|China,29.76,119.64
Aguascalientes|Aguascalientes|Mexico,21.91,-102.32
Inazawa|@|Japan,35.26,136.79
San Cristóbal de La Laguna|@|Spain,28.46,-16.29
Breckland District|England|United Kingdom,52.48,0.94
Corrientes|Corrientes|Argentina,-27.46,-58.84
Tver|Tver Oblast|Russia,56.89,35.88
Alicante|Valencian Community|Spain,38.38,-0.51
Kars|@|Turkey,40.58,43.07
Coeur d'Alene|Idaho|United States,47.68,-116.8
دهستان قصبه شرقی|Razavi Khorasan|Iran,36.3,57.68
دهستان کیش|Hormozgan Province|Iran,26.55,54.01
Suhaj|Suhaj|Egypt,26.57,31.71
Takarazuka|@|Japan,34.81,135.33
Kasugai|@|Japan,35.27,137.02
Calais|Hauts-de-France|France,50.95,1.88
Zabol|Sistan and Baluchestan Province|Iran,31.04,61.49
Gombe|Gombe State|Nigeria,10.29,11.17
Goalpara|Assam|India,26.17,90.63
Maletswai Local Municipality|Eastern Cape|South Africa,-31.12,26.81
Sinop|@|Turkey,42.02,35.15
Brest|Brest Region|Belarus,52.08,23.75
Toluca|State of Mexico|Mexico,19.28,-99.68
Cerdanyola del Vallès|Catalonia|Spain,41.49,2.11
Emek Hefer Regional Council|Center District|Israel,32.34,34.91
Würzburg|Bavaria|Germany,49.79,9.94
Surakarta|Central Java|Indonesia,-7.56,110.86
Enid|Oklahoma|United States,36.4,-97.84
Magnitogorsk|Chelyabinsk Oblast|Russia,53.42,58.98
Durango|Colorado|United States,37.27,-107.87
Örebro|@|Sweden,59.25,15.25
Santo Domingo|@|Costa Rica,9.98,-84.09
Whitehorse|Yukon|Canada,60.72,-135.06
Santa Maria|Federal District|Brazil,-16.02,-48.02
Santiago de Surco|Lima|Peru,-12.1,-76.96
Independence|Missouri|United States,39.05,-94.35
Karaağaç Mahallesi|@|Turkey,41.65,26.52
Caen|Normandy|France,49.19,-0.36
Ashiya|@|Japan,34.75,135.31
Lewiston|Idaho|United States,46.41,-117.03
Dağgöl Mahallesi|@|Turkey,37.57,43.73
Yuzhno-Sakhalinsk|Sakhalin Oblast|Russia,46.97,142.73
Hwaseong-si|@|South Korea,37.23,126.97
Valladolid|Castile and León|Spain,41.63,-4.72
Texarkana|Texas|United States,33.44,-94.08
Khammam|Telangana|India,17.24,80.17
Kameoka|@|Japan,34.99,135.55
Tampico|Tamaulipas|Mexico,22.28,-97.87
Mobara|@|Japan,35.42,140.31
Chetumal|Quintana Roo|Mexico,18.52,-88.27
Nonsan-si|@|South Korea,36.18,127.11
Umuarama|Paraná|Brazil,-23.76,-53.3
Akola|Maharashtra|India,20.71,77.05
Windsor|Ontario|Canada,42.32,-83.03
Marshall|Minnesota|United States,44.45,-95.76
Malé|Malé Atoll|Maldives,4.17,73.52
Grant|Minnesota|United States,45.05,-92.87
Perm|Perm Krai|Russia,58.01,56.19
Pamplona|Navarre|Spain,42.8,-1.64
Konan|@|Japan,35.36,136.88
City of Novi Pazar|Central Serbia|Serbia,43.14,20.52
Utsunomiya|@|Japan,36.55,139.91
Mardin|@|Turkey,37.34,40.71
Petropavl|North Kazakhstan Region|Kazakhstan,54.88,69.13
Almeria|Andalusia|Spain,36.83,-2.4
Guangling District|Jiangsu|China,32.4,119.43
Jefferson City|Missouri|United States,38.58,-92.18
Baoshan District|@|China,31.41,121.49
Glendale|California|United States,34.17,-118.19
Bejaia|Bejaia|Algeria,36.76,5.04
San Fernando|La Union|Philippines,16.61,120.32
Sulaibikhat|Al Asimah|Kuwait,29.32,47.83
João Pessoa|Paraíba|Brazil,-7.14,-34.85
Port Said|Port Said|Egypt,31.24,32.32
Kahoku|@|Japan,36.78,136.73
Anaheim|California|United States,33.85,-117.85
Ibara|@|Japan,34.67,133.54
Soran|Erbil Governorate|Iraq,36.65,44.54
Barrackpore|West Bengal|India,22.76,88.36
Atbarah|River Nile|Sudan,17.68,33.97
Adama|Oromia Region|Ethiopia,8.56,39.29
Gyeryong-si|@|South Korea,36.31,127.2
Panvel|Maharashtra|India,19.06,73.06
Oceanside|California|United States,33.19,-117.29
Camrose|Alberta|Canada,53.01,-112.83
Culiacán|Sinaloa|Mexico,24.83,-107.38
دهستان کچو|Isfahan Province|Iran,33.21,52.51
Nagasaki|@|Japan,32.75,129.94
Alamosa|Colorado|United States,37.47,-105.88
Fond du Lac|Wisconsin|United States,43.75,-88.46
Wau|Western Bahr el Ghazal|South Sudan,7.73,27.99
Weslaco|Texas|United States,26.18,-97.96
Eniwa|@|Japan,42.89,141.59
Turrialba|@|Costa Rica,9.89,-83.66
arrondissement de Guéliz كليز|@|Morocco,31.67,-8.0
San Sebastián|Autonomous Community of the Basque Country|Spain,43.31,-2.01
Yoshkar-Ola|Mari El Republic|Russia,56.63,47.89
Segovia|Castile and León|Spain,40.95,-4.12
Dolgoprudny|Moscow Oblast|Russia,55.93,37.52
Miyoshi|@|Japan,35.13,137.1
Porterville|California|United States,36.05,-119.01
San Clemente|California|United States,33.45,-117.61
Shinan|Shandong|China,36.06,120.33
Split|@|Croatia,43.51,16.44
Bhilai|Chhattisgarh|India,21.24,81.35
Lilongwe|Lilongwe|Malawi,-13.98,33.79
Montes Claros|Minas Gerais|Brazil,-16.74,-43.87
Dos Hermanas|Andalusia|Spain,37.35,-5.94
Hazaribagh|Jharkhand|India,24.02,85.37
Nanjing City|Jiangsu|China,32.11,118.94
Hofu|@|Japan,34.05,131.49
Gödöllő|@|Hungary,47.59,19.36
Sedalia|Missouri|United States,38.7,-93.27
Lynnwood|Washington|United States,47.82,-122.33
Urayasu|@|Japan,35.64,139.92
Bitlis|@|Turkey,38.44,42.14
Burgos|Castile and León|Spain,42.34,-3.73
Matsudo|@|Japan,35.75,139.94
Gongchenqiao|Zhejiang|China,30.32,120.14
Daddu|Kaduna State|Nigeria,9.59,8.09
Dhahran|Eastern Province|Saudi Arabia,26.31,50.14
Yanji|Jilin|China,42.91,129.49
Petrópolis|Rio de Janeiro|Brazil,-22.51,-43.17
Polokwane Local Municipality|Limpopo|South Africa,-23.89,29.74
Suez|Suez|Egypt,30.0,32.5
Fertek Mahallesi|@|Turkey,37.94,34.62
Stratford-on-Avon|England|United Kingdom,52.19,-1.46
Enumclaw|Washington|United States,47.21,-121.99
Hatsukaichi|@|Japan,34.34,132.31
Tepic|Nayarit|Mexico,21.49,-104.89
Conakry|@|Guinea,9.54,-13.68
Liuzhou|Guangxi|China,24.33,109.44
Biberach an der Riß|Baden-Württemberg|Germany,48.09,9.79
South Charleston|West Virginia|United States,38.37,-81.69
Naju-si|@|South Korea,35.05,126.72
Kota Kinabalu|Sabah|Malaysia,6.04,116.12
Bilecik Merkez|@|Turkey,40.14,29.98
Colima|Colima|Mexico,19.25,-103.7
Esbjerg|Region of Southern Denmark|Denmark,55.48,8.49
Limoges|New Aquitaine|France,45.83,1.26
Talca|Maule Region|Chile,-35.41,-71.63
Natori|@|Japan,38.2,140.83
Al-Buraimi|Al Buraymi Governorate|Oman,24.24,55.78
Shangcheng District|Zhejiang|China,30.26,120.2
송정동|@|South Korea,37.42,127.26
Umeå|@|Sweden,63.82,20.3
دهستان لجران|Semnan Province|Iran,35.22,52.32
Akishima|@|Japan,35.7,139.35
Darjeeling|West Bengal|India,27.05,88.26
Kurnool|Andhra Pradesh|India,15.82,78.04
Kakogawa|@|Japan,34.75,134.88
Tongliao City|Inner Mongolia|China,43.63,122.25
Alamogordo|New Mexico|United States,32.92,-105.93
Stara Zagora|@|Bulgaria,42.4,25.57
Windsor Township|Pennsylvania|United States,40.62,-75.96
Nelson|Nelson|New Zealand,-41.27,173.29
Jamshedpur|Jharkhand|India,22.81,86.21
Burlington|Ontario|Canada,43.29,-79.88
Breña|Lima|Peru,-12.07,-77.05
Yola|Adamawa|Nigeria,9.19,12.5
Yunlong District|Jiangsu|China,34.27,117.26
Wenham|Massachusetts|United States,42.59,-70.82
Cagliari - Casteddu|Sardinia|Italy,39.22,9.12
Serampore|West Bengal|India,22.75,88.35
Casper|Wyoming|United States,42.83,-106.33
Tabuk|Tabuk Province|Saudi Arabia,28.38,36.48
Rignano sull'Arno|Tuscany|Italy,43.71,11.45
长桥街道|@|China,31.15,121.44
Tiraspol City Council|Transnistria|Moldova,46.84,29.63
Morelia|Michoacán|Mexico,19.69,-101.21
Gloucester|Massachusetts|United States,42.63,-70.66
City of Osh|@|Kyrgyzstan,40.53,72.8
Kirishima|@|Japan,31.75,130.77
Amol|Mazandaran Province|Iran,36.47,52.36
Inagi|@|Japan,35.63,139.49
Shahrud|Semnan Province|Iran,36.39,54.94
Echizen|@|Japan,35.89,136.21
Zadar|@|Croatia,44.11,15.23
Karlova Ves|Region of Bratislava|Slovakia,48.15,17.07
Test Valley|England|United Kingdom,51.0,-1.52
Krugersdorp|Gauteng|South Africa,-26.07,27.83
Muroran|@|Japan,42.38,141.03
Utsjoki|@|Finland,69.9,27.01
Jimma|@|Ethiopia,7.68,36.83
Västerås|@|Sweden,59.62,16.54
Binhu District|Jiangsu|China,31.48,120.28
Mostaganem|Mostaganem|Algeria,35.93,0.08
Sadat City|Al Minufiya|Egypt,30.37,30.5
Upper Providence Township|Pennsylvania|United States,40.14,-75.45
Banja Luka|Republika Srpska|Bosnia and Herzegovina,44.78,17.21
Serres|Macedonia and Thrace|Greece,41.08,23.55
Xiling District|Hubei|China,30.72,111.32
Concepcion|Biobío Region|Chile,-36.83,-73.04
Takatsuki|@|Japan,34.85,135.63
Lakewood|Washington|United States,47.17,-122.5
Courtenay|British Columbia|Canada,49.71,-124.96
Sanshui|Guangdong Province|China,23.16,112.9
Huron|South Dakota|United States,44.36,-98.22
Upper Uwchlan Township|Pennsylvania|United States,40.07,-75.69
Ipswich|Massachusetts|United States,42.68,-70.84
Higashiomi|@|Japan,35.09,136.19
Nanticoke|Pennsylvania|United States,41.19,-75.99
Campeche|Campeche|Mexico,19.83,-90.56
Huancayo|Junín|Peru,-12.04,-75.19
Ariel|Judea and Samaria|Palestinian Territory,32.1,35.19
Olomouc|Central Moravia|Czechia,49.6,17.26
Casablanca|@|Morocco,33.55,-7.65
Macapá|Amapá|Brazil,0.03,-51.07
Nantan|@|Japan,35.11,135.48
Fremont|Nebraska|United States,41.44,-96.49
Hattiesburg|Mississippi|United States,31.33,-89.33
Lomé|@|Togo,6.17,1.22
Moorhead|Minnesota|United States,46.87,-96.78
Koganei|@|Japan,35.7,139.49
Damanhur|The Lake|Egypt,31.04,30.46
Muharraq|Muharraq Governorate|Bahrain,26.26,50.6
Mogadishu|Lower Shabelle|Somalia,2.04,45.29
Ahmadabad-e Mostowfi RD|@|Iran,35.64,51.18
Mito|@|Japan,36.38,140.44
Qom|Qom Province|Iran,34.65,50.89
Chittorgarh|Rajasthan|India,24.87,74.62
Oruro|Oruro|Bolivia,-17.99,-67.14
Niihama|@|Japan,33.96,133.29
Matara|Southern Province|Sri Lanka,5.94,80.58
Bamenda I|Northwest|Cameroon,5.93,10.17
Baruipur|West Bengal|India,22.35,88.46
Sahiwal|Punjab|Pakistan,30.66,73.11
Penticton|British Columbia|Canada,49.48,-119.58
Yokkaichi|@|Japan,35.02,136.61
Anning|Gansu|China,36.1,103.73
Bochum|North Rhine-Westphalia|Germany,51.48,7.23
Latakia|Latakia Governorate|Syria,35.52,35.81
Lo Barnechea|Santiago Metropolitan Region|Chile,-33.37,-70.52
Popayán|Cauca|Colombia,2.44,-76.6
Borough of Copeland|England|United Kingdom,54.42,-3.5
Chongchuan District|Jiangsu|China,31.97,120.91
دهستان لاکان|Gilan Province|Iran,37.18,49.55
Carcavelos e Parede|@|Portugal,38.7,-9.34
Municipal District of Carrigaline|@|Ireland,51.88,-8.54
Chieti|Abruzzo|Italy,42.37,14.15
Miki|@|Japan,34.77,135.04
Maan|Maan|Jordan,30.27,35.68
Iwata|@|Japan,34.7,137.86
Heredia|@|Costa Rica,10.0,-84.11
Ulaanbaatar|Ulaanbaatar|Mongolia,47.91,106.91
Yankton|South Dakota|United States,42.88,-97.41
Yuanzhou|Jiangxi|China,27.81,114.42
Peñalolén|Santiago Metropolitan Region|Chile,-33.49,-70.52
São Leopoldo|Rio Grande do Sul|Brazil,-29.79,-51.15
Palangka Raya|Central Kalimantan|Indonesia,-2.21,113.9
Geoje-si|@|South Korea,34.87,128.7
Jingzhou|Hubei|China,30.33,112.24
Cox's Bazar|Chattogram Division|Bangladesh,21.42,92.01
Al-Kut|Wasit Governorate|Iraq,32.5,45.84
Tsuruoka|@|Japan,38.71,139.8
Sayama|@|Japan,35.87,139.39
Itabira|Minas Gerais|Brazil,-19.63,-43.24
Frankfurt (Oder)|Brandenburg|Germany,52.34,14.55
Ozamiz|Misamis Occidental|Philippines,8.15,123.85
Mars Hill|North Carolina|United States,35.83,-82.55
Saint-Louis|@|Senegal,16.06,-16.43
Gangneung-si|@|South Korea,37.77,128.87
Lhasa|Tibet|China,29.65,91.15
Prescott Valley|Arizona|United States,34.6,-112.29
Juiz de Fora|Minas Gerais|Brazil,-21.77,-43.37
Port Moresby|National Capital District|Papua New Guinea,-9.41,147.17
Nomi|@|Japan,36.44,136.59
Sakai|@|Japan,34.52,135.58
Guarulhos|São Paulo|Brazil,-23.46,-46.49
Tanga|Tanga|Tanzania,-5.06,39.11
Kiryat Yam|Haifa District|Israel,32.87,35.09
Lak Hok Subdistrict|Pathum Thani Province|Thailand,13.96,100.59
Jelgava|Zemgale|Latvia,56.67,23.76
Artvin|@|Turkey,41.18,41.83
Bathurst|New South Wales|Australia,-33.43,149.56
دهستان جراحی|Khuzestan Province|Iran,30.57,49.19
Blonay - Saint-Légier|Vaud|Switzerland,46.49,6.93
South Lakeland|England|United Kingdom,54.35,-2.94
arrondissement d'Agdal أكدال|@|Morocco,34.03,-4.98
Dawson Creek|British Columbia|Canada,55.75,-120.23
Al-Zaqaziq|Eastern|Egypt,30.59,31.48
Gyoda|@|Japan,36.15,139.49
Show Low|Arizona|United States,34.24,-110.05
Trujillo|La Libertad|Peru,-8.12,-79.02
Kaposvár|@|Hungary,46.38,17.83
La Rochelle|New Aquitaine|France,46.15,-1.16
Tsuchiura|@|Japan,36.11,140.2
Trnava|Region of Trnava|Slovakia,48.38,17.59
Ellensburg|Washington|United States,47.0,-120.54
Moose Jaw|Saskatchewan|Canada,50.39,-105.53
Martin|Region of Žilina|Slovakia,49.07,18.93
Henderson-Massey|Auckland|New Zealand,-36.86,174.63
Pistoia|Tuscany|Italy,43.94,10.92
Midland|Texas|United States,32.03,-102.11
Yinchuan City|Ningxia|China,38.54,106.14
Braga|@|Portugal,41.56,-8.4
Qili New Area|Sichuan|China,31.56,106.0
Harrogate|Tennessee|United States,36.58,-83.66
Neyagawa|@|Japan,34.76,135.63
Matsubara|@|Japan,34.59,135.54
Ribeirão Preto|São Paulo|Brazil,-21.18,-47.81
Soka|@|Japan,35.84,139.79
Owariasahi|@|Japan,35.22,137.03
Kusatsu|@|Japan,34.97,135.95
Enna|Sicily|Italy,37.55,14.29
Cody|Wyoming|United States,44.53,-109.07
Linyi City|Shandong|China,35.11,118.29
Opava|Moravia-Silesia|Czechia,49.94,17.9
Itatiba|São Paulo|Brazil,-23.02,-46.74
Bryansk|Bryansk Oblast|Russia,53.27,34.35
Salatiga|Central Java|Indonesia,-7.32,110.5
Gyumri|Shirak Province|Armenia,40.79,43.84
West Suffolk|England|United Kingdom,52.27,0.48
Suceava|@|Romania,47.64,26.24
Unguwar Fatika|Kaduna State|Nigeria,11.07,7.7
Cacak City|Central Serbia|Serbia,43.9,20.34
Kaluga|Kaluga Oblast|Russia,54.51,36.27
Waipahu|Hawaii|United States,21.39,-157.98
Zenica|Federation of Bosnia and Herzegovina|Bosnia and Herzegovina,44.2,17.9
Changde|Hunan|China,29.05,111.67
Villahermosa|Tabasco|Mexico,18.01,-92.92
Mesquite|Texas|United States,32.82,-96.66
Ashtabula|Ohio|United States,41.89,-80.83
Quanshan District|Jiangsu|China,34.21,117.22
Minamiuonuma|@|Japan,37.15,138.95
Turlock|California|United States,37.52,-120.86
